股票代码,公司名称,节点,产业链,层级,上中下游,代理说明,报告期,毛利率%,净利率%,ROE_%,ROE加权%
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2023-03-31,41.18,15.89,2.95,2.9
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2023-06-30,42.37,22.05,8.71,8.38
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2023-09-30,39.83,20.39,13.62,12.78
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2023-12-31,41.1,18.26,17.88,16.0
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2024-03-31,43.4,19.09,4.52,4.4
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2024-06-30,45.5,22.54,10.8,10.29
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2024-09-30,44.22,21.91,16.76,15.37
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2024-12-31,42.85,19.08,24.83,18.09
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2025-03-31,43.02,19.1,4.95,4.84
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2025-06-30,42.17,19.83,9.81,9.49
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2025-09-30,41.41,18.24,15.31,14.23
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2025-12-31,40.1,13.74,16.41,14.64
002371,北方华创,光刻设备,半导体产业链,4级,上游,设备龙头，光刻非主营但同行业,2026-03-31,40.77,15.19,4.25,4.16
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2023-03-31,97.02,13.23,0.45,0.45
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2023-06-30,95.55,20.7,1.79,1.8
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2023-09-30,93.82,26.8,3.64,3.61
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2023-12-31,93.78,19.87,4.26,4.2
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2024-03-31,96.58,3.59,0.16,0.16
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2024-06-30,91.39,8.53,0.78,0.78
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2024-09-30,91.86,7.87,1.21,1.19
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2024-12-31,93.31,8.96,2.24,2.19
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2025-03-31,91.42,4.15,0.19,0.19
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2025-06-30,89.12,0.61,0.06,0.06
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2025-09-30,90.51,1.13,0.18,0.17
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2025-12-31,89.25,4.6,1.19,1.16
301269,华大九天,EDA软件,半导体产业链,3级,上游,国内最大EDA厂商,2026-03-31,78.8,-28.44,-1.39,-1.4
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2023-03-31,47.19,18.33,2.58,2.55
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2023-06-30,44.97,12.34,3.58,3.74
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2023-09-30,44.43,10.18,4.62,4.7
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2023-12-31,41.76,4.88,3.01,3.06
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2024-03-31,43.73,9.54,1.39,1.4
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2024-06-30,41.96,3.48,1.17,1.18
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2024-09-30,40.92,1.22,0.8,0.85
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2024-12-31,38.61,-3.22,-1.39,-1.46
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2025-03-31,43.8,10.52,1.72,1.7
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2025-06-30,42.06,7.78,2.33,2.33
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2025-09-30,41.83,6.26,2.87,2.85
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2025-12-31,40.99,2.42,1.45,1.45
301103,广立微,EDA软件,半导体产业链,3级,上游,EDA+晶圆测试平台,2026-03-31,44.24,10.69,1.72,1.7
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2023-03-31,52.55,56.23,0.96,0.96
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2023-06-30,48.78,23.18,1.42,1.42
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2023-09-30,53.04,14.05,1.95,1.94
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2023-12-31,46.96,8.7,1.8,1.81
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2024-03-31,77.27,-36.17,-0.2,-0.2
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2024-06-30,59.77,-59.73,-0.84,-0.86
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2024-09-30,59.3,-36.25,-0.38,-0.38
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2024-12-31,47.67,-1.13,1.32,1.31
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2025-03-31,36.31,-21.92,-0.25,-0.25
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2025-06-30,27.52,-2.61,0.5,0.5
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2025-09-30,26.2,-5.73,0.23,0.23
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2025-12-31,19.72,-12.58,-1.55,-1.56
600641,万业企业,离子注入机,半导体产业链,4级,上游,代理Axcelis离子注入机，有芯片生产线,2026-03-31,18.5,-8.91,-0.21,-0.21
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2023-03-31,45.87,22.48,1.76,1.74
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2023-06-30,45.89,39.67,6.25,5.98
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2023-09-30,45.83,28.67,7.18,6.85
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2023-12-31,45.83,28.48,10.72,10.02
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2024-03-31,44.94,15.5,1.38,1.39
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2024-06-30,41.32,14.97,2.85,2.84
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2024-09-30,42.22,16.56,4.96,4.87
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2024-12-31,41.06,17.81,8.66,8.19
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2025-03-31,41.54,14.18,1.57,1.55
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2025-06-30,39.86,13.83,3.49,3.38
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2025-09-30,39.1,14.65,5.87,5.64
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2025-12-31,39.17,16.67,9.97,9.3
688012,中微公司,等离子刻蚀机,半导体产业链,4级,上游,CCP刻蚀机全球份额快速提升,2026-03-31,39.89,31.51,4.0,3.83
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2023-03-31,41.18,15.89,2.95,2.9
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2023-06-30,42.37,22.05,8.71,8.38
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2023-09-30,39.83,20.39,13.62,12.78
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2023-12-31,41.1,18.26,17.88,16.0
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2024-03-31,43.4,19.09,4.52,4.4
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2024-06-30,45.5,22.54,10.8,10.29
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2024-09-30,44.22,21.91,16.76,15.37
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2024-12-31,42.85,19.08,24.83,18.09
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2025-03-31,43.02,19.1,4.95,4.84
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2025-06-30,42.17,19.83,9.81,9.49
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2025-09-30,41.41,18.24,15.31,14.23
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2025-12-31,40.1,13.74,16.41,14.64
002371,北方华创,等离子刻蚀机,半导体产业链,4级,上游,刻蚀/PVD/氧化设备龙头,2026-03-31,40.77,15.19,4.25,4.16
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2023-03-31,45.31,22.89,3.08,3.03
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2023-06-30,43.44,19.5,6.24,6.1
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2023-09-30,42.46,18.25,9.96,9.5
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2023-12-31,42.53,14.57,11.24,10.53
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2024-03-31,40.3,6.4,0.67,0.66
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2024-06-30,40.22,10.77,3.13,3.09
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2024-09-30,42.46,9.51,4.37,4.26
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2024-12-31,37.67,11.49,8.1,7.54
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2025-03-31,34.29,-0.81,0.17,0.17
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2025-06-30,36.26,1.45,0.59,0.59
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2025-09-30,34.52,-2.65,-0.37,-0.37
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2025-12-31,35.39,3.63,2.62,2.57
688037,芯原股份,涂胶显影设备,半导体产业链,4级,上游,IP/设计服务，前道设备领域邻近,2026-03-31,46.69,3.09,0.13,0.13
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2023-03-31,49.75,4.63,0.3,0.31
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2023-06-30,52.04,17.23,3.32,3.5
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2023-09-30,53.71,16.9,5.45,5.55
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2023-12-31,53.28,7.82,3.68,3.7
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2024-03-31,42.13,-27.51,-1.68,-1.78
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2024-06-30,47.01,-14.47,-2.39,-2.42
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2024-09-30,45.99,-13.74,-3.56,-3.72
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2024-12-31,45.07,-6.84,-2.79,-2.88
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2025-03-31,42.75,-26.6,-1.9,-1.92
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2025-06-30,40.69,-7.33,-1.12,-1.1
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2025-09-30,45.79,-0.92,-0.13,-0.12
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2025-12-31,49.24,4.48,2.4,2.37
688329,芯源微,涂胶显影设备,半导体产业链,4级,上游,国内唯一涂胶显影设备研发商（A股688329）,2026-03-31,38.31,-60.33,-3.0,-3.06
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2023-03-31,41.18,15.89,2.95,2.9
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2023-06-30,42.37,22.05,8.71,8.38
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2023-09-30,39.83,20.39,13.62,12.78
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2023-12-31,41.1,18.26,17.88,16.0
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2024-03-31,43.4,19.09,4.52,4.4
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2024-06-30,45.5,22.54,10.8,10.29
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2024-09-30,44.22,21.91,16.76,15.37
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2024-12-31,42.85,19.08,24.83,18.09
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2025-03-31,43.02,19.1,4.95,4.84
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2025-06-30,42.17,19.83,9.81,9.49
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2025-09-30,41.41,18.24,15.31,14.23
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2025-12-31,40.1,13.74,16.41,14.64
002371,北方华创,IC生产设备,半导体产业链,3级,上游,前道设备最全品类,2026-03-31,40.77,15.19,4.25,4.16
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2023-03-31,34.8,15.88,1.88,1.86
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2023-06-30,34.3,15.15,3.81,3.77
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2023-09-30,33.42,13.78,5.16,5.05
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2023-12-31,32.22,14.53,7.15,6.86
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2024-03-31,26.48,0.06,0.15,0.15
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2024-06-30,26.4,4.72,1.29,1.28
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2024-09-30,27.14,5.44,2.28,2.26
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2024-12-31,27.19,6.54,3.47,3.42
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2025-03-31,25.29,2.21,0.37,0.37
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2025-06-30,25.65,5.35,1.5,1.49
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2025-09-30,26.44,5.5,2.32,2.3
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2025-12-31,26.38,5.02,2.91,2.87
688396,华润微,IC生产设备,半导体产业链,3级,上游,半导体设备+IDM,2026-03-31,25.49,10.57,1.43,1.43
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2023-03-31,22.77,18.01,1.2,1.19
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2023-06-30,22.44,17.25,2.17,2.1
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2023-09-30,23.01,14.51,2.7,2.57
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2023-12-31,21.89,14.14,3.5,3.39
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2024-03-31,14.19,3.57,0.4,0.36
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2024-06-30,13.91,6.25,1.2,1.14
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2024-09-30,17.64,7.72,1.9,1.87
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2024-12-31,18.59,9.3,2.5,2.5
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2025-03-31,23.1,14.24,0.9,0.91
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2025-06-30,21.91,10.41,1.5,1.53
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2025-09-30,23.15,11.65,2.6,2.53
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2025-12-31,21.62,10.71,3.4,3.34
688981,中芯国际,晶圆代工服务,半导体产业链,3级,中游,国内最大晶圆代工,2026-03-31,21.48,9.05,0.9,0.91
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2023-03-31,33.34,25.29,5.35,5.22
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2023-06-30,33.52,26.89,10.71,10.1
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2023-09-30,33.15,26.08,14.96,13.85
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2023-12-31,32.83,25.31,18.99,17.3
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2024-03-31,37.05,36.69,7.22,7.04
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2024-06-30,35.72,34.81,12.81,12.08
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2024-09-30,34.58,33.28,17.08,15.81
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2024-12-31,32.52,29.89,19.49,17.75
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2025-03-31,26.72,20.97,2.6,2.56
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2025-06-30,26.2,20.82,5.13,5.01
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2025-09-30,28.0,22.41,8.4,8.25
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2025-12-31,28.87,22.74,11.55,11.27
601975,华虹半导体,晶圆代工服务,半导体产业链,3级,中游,特色工艺晶圆代工（601975在A股）,2026-03-31,29.06,27.7,3.66,3.6
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2023-03-31,24.25,13.87,0.73,0.73
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2023-06-30,20.76,11.29,1.28,1.26
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2023-09-30,18.82,7.95,1.46,1.43
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2023-12-31,16.46,5.04,1.27,1.23
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2024-03-31,-7.68,-31.54,-1.39,-1.49
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2024-06-30,-10.91,-29.32,-2.74,-2.95
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2024-09-30,-8.82,-26.17,-3.81,-4.14
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2024-12-31,-8.98,-33.11,-7.07,-7.89
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2025-03-31,-11.45,-34.9,-1.74,-1.79
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2025-06-30,-13.1,-30.6,-3.05,-3.13
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2025-09-30,-14.68,-32.61,-5.35,-5.59
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2025-12-31,-17.06,-48.71,-12.68,-8.91
688126,沪硅产业,集成电路晶圆,半导体产业链,4级,中游,12寸硅片国内龙头,2026-03-31,-11.85,-48.72,-2.87,-2.87
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2023-03-31,45.31,22.89,3.08,3.03
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2023-06-30,43.44,19.5,6.24,6.1
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2023-09-30,42.46,18.25,9.96,9.5
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2023-12-31,42.53,14.57,11.24,10.53
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2024-03-31,40.3,6.4,0.67,0.66
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2024-06-30,40.22,10.77,3.13,3.09
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2024-09-30,42.46,9.51,4.37,4.26
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2024-12-31,37.67,11.49,8.1,7.54
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2025-03-31,34.29,-0.81,0.17,0.17
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2025-06-30,36.26,1.45,0.59,0.59
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2025-09-30,34.52,-2.65,-0.37,-0.37
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2025-12-31,35.39,3.63,2.62,2.57
688037,芯原股份,半导体IP核授权服务,半导体产业链,3级,上游,芯片IP授权+定制设计服务,2026-03-31,46.69,3.09,0.13,0.13
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2023-03-31,76.79,-348.79,-5.38,-5.58
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2023-06-30,70.86,-488.98,-10.59,-8.98
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2023-09-30,69.84,-569.65,-14.91,-13.91
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2023-12-31,69.16,-123.78,-15.34,-15.02
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2024-03-31,57.61,-892.43,-4.1,-4.14
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2024-06-30,62.72,-823.49,-9.75,-10.15
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2024-09-30,55.23,-393.12,-13.48,-14.1
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2024-12-31,56.71,-38.91,-8.18,-8.34
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2025-03-31,55.99,31.96,6.32,6.1
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2025-06-30,55.93,36.02,17.31,15.37
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2025-09-30,55.29,34.81,25.21,14.19
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2025-12-31,55.15,31.68,26.96,17.4
688256,寒武纪,AI芯片,半导体产业链,5级,中游,国内AI芯片龙头,2026-03-31,54.33,35.12,8.2,7.87
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2023-03-31,63.74,28.57,1.39,1.38
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2023-06-30,62.87,34.14,3.88,3.81
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2023-09-30,60.63,30.86,5.13,5.0
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2023-12-31,59.67,28.3,7.11,6.75
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2024-03-31,62.87,24.77,1.53,1.51
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2024-06-30,63.43,32.58,4.45,4.44
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2024-09-30,65.63,34.33,7.88,7.7
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2024-12-31,63.72,29.65,9.92,9.54
688041,海光信息,AI芯片,半导体产业链,5级,中游,服务器CPU/DCU，类x86+GPGPU,2025-03-31,61.19,29.74,2.47,2.43
