月份,产业链,原料类别,上游原料YoY,出厂PPIYOY,价格剪刀差
2016年09月份,新能源汽车产业链,矿产品,15.07936508,0.1,14.97936508
2016年08月份,新能源汽车产业链,矿产品,14.21052632,-0.8,15.01052632
2016年07月份,新能源汽车产业链,矿产品,11.27853881,-1.7,12.97853881
2016年06月份,新能源汽车产业链,矿产品,6.64414414,-2.6,9.24414414
2016年05月份,新能源汽车产业链,矿产品,7.46606335,-2.8,10.26606335
2016年04月份,新能源汽车产业链,矿产品,9.39289805,-3.4,12.79289805
2016年03月份,新能源汽车产业链,矿产品,6.74285714,-4.3,11.042857139999999
2016年02月份,新能源汽车产业链,矿产品,2.63157895,-4.9,7.53157895
2016年01月份,新能源汽车产业链,矿产品,-0.33898305,-5.3,4.961016949999999
2015年12月份,新能源汽车产业链,矿产品,-2.99003322,-5.9,2.9099667800000004
2015年11月份,新能源汽车产业链,矿产品,-3.08030803,-5.9,2.8196919700000005
2015年10月份,新能源汽车产业链,矿产品,-3.05676856,-5.9,2.8432314400000003
2015年09月份,新能源汽车产业链,矿产品,-4.51445274,-5.945,1.43054726
2015年08月份,新能源汽车产业链,矿产品,-8.0,-5.9227,-2.0773
2015年07月份,新能源汽车产业链,矿产品,-9.96916752,-5.3692,-4.599967519999999
2015年06月份,新能源汽车产业链,矿产品,-7.97927461,-4.8135,-3.1657746099999997
2015年05月份,新能源汽车产业链,矿产品,-8.01248699,-4.607,-3.405486989999999
2015年04月份,新能源汽车产业链,矿产品,-8.49056604,-4.5725,-3.9180660399999994
2015年03月份,新能源汽车产业链,矿产品,-7.49550692,-4.5603,-2.9352069200000006
2015年02月份,新能源汽车产业链,矿产品,-8.76826722,-4.7976,-3.97066722
2015年01月份,新能源汽车产业链,矿产品,-8.85684861,-4.3202,-4.53664861
2014年12月份,新能源汽车产业链,矿产品,-7.85714286,-3.3152,-4.54194286
2014年11月份,新能源汽车产业链,矿产品,-7.90273556,-2.6928,-5.20993556
2014年10月份,新能源汽车产业链,矿产品,-7.56811302,-2.2428,-5.32531302
2014年09月份,新能源汽车产业链,矿产品,-7.35205617,-1.7996,-5.55245617
2014年08月份,新能源汽车产业链,矿产品,-3.02164149,-1.2038,-1.81784149
2014年07月份,新能源汽车产业链,矿产品,1.70377339,-0.8688,2.57257339
2014年06月份,新能源汽车产业链,矿产品,0.73068894,-1.1086,1.8392889399999999
2014年05月份,新能源汽车产业链,矿产品,-0.41450777,-1.4464,1.03189223
2014年04月份,新能源汽车产业链,矿产品,-1.0373444,-2.0042,0.9668555999999999
2014年03月份,新能源汽车产业链,矿产品,-3.43032159,-2.3022,-1.1281215900000001
2014年02月份,新能源汽车产业链,矿产品,-2.34454638,-2.0182,-0.32634637999999994
2014年01月份,新能源汽车产业链,矿产品,-0.71574642,-1.6394,0.92365358
2013年12月份,新能源汽车产业链,矿产品,1.23966942,-1.3557,2.59536942
2013年11月份,新能源汽车产业链,矿产品,3.81823919,-1.4242,5.24243919
2013年10月份,新能源汽车产业链,矿产品,6.55913978,-1.5071,8.06623978
2013年09月份,新能源汽车产业链,矿产品,10.28761062,-1.3439,11.63151062
2013年08月份,新能源汽车产业链,矿产品,6.5030344,-1.625,8.1280344
2013年07月份,新能源汽车产业链,矿产品,1.45281018,-2.2712,3.7240101799999996
2013年06月份,新能源汽车产业链,矿产品,0.6302521,-2.6965,3.3267520999999998
2013年05月份,新能源汽车产业链,矿产品,-0.61791967,-2.8658,2.24788033
2013年04月份,新能源汽车产业链,矿产品,-1.43149284,-2.6175,1.1860071600000002
2013年03月份,新能源汽车产业链,矿产品,-0.3560529,-1.919,1.5629471000000001
2013年02月份,新能源汽车产业链,矿产品,-0.90909091,-1.6254,0.71630909
2013年01月份,新能源汽车产业链,矿产品,-2.00400802,-1.6372,-0.3668080200000001
2012年12月份,新能源汽车产业链,矿产品,-3.91353807,-1.9397,-1.97383807
2012年11月份,新能源汽车产业链,矿产品,-9.11089866,-2.1995,-6.91139866
2012年10月份,新能源汽车产业链,矿产品,-15.62199744,-2.7558,-12.86619744
2012年09月份,新能源汽车产业链,矿产品,-21.11692845,-3.5545,-17.56242845
2012年08月份,新能源汽车产业链,矿产品,-19.87926829,-3.4784,-16.40086829
2012年07月份,新能源汽车产业链,矿产品,-16.84303351,-2.8651,-13.977933510000002
2012年06月份,新能源汽车产业链,矿产品,-15.45293073,-2.0843,-13.36863073
2012年05月份,新能源汽车产业链,矿产品,-12.40185805,-1.3981,-11.00375805
2012年04月份,新能源汽车产业链,矿产品,-12.91184328,-0.6984,-12.21344328
2012年03月份,新能源汽车产业链,矿产品,-14.14847162,-0.3171,-13.83137162
2012年02月份,新能源汽车产业链,矿产品,-13.91304348,0.0284,-13.94144348
2012年01月份,新能源汽车产业链,矿产品,-11.44631766,0.7347,-12.18101766
2011年12月份,新能源汽车产业链,矿产品,-12.01519651,1.6854,-13.70059651
2011年11月份,新能源汽车产业链,矿产品,-7.26950355,2.7179,-9.98740355
2011年10月份,新能源汽车产业链,矿产品,-0.525,5.0038,-5.5288
2011年09月份,新能源汽车产业链,矿产品,2.87253142,6.5227,-3.6501685800000003
2011年08月份,新能源汽车产业链,矿产品,3.23741007,7.2528,-4.0153899299999996
2011年07月份,新能源汽车产业链,矿产品,-0.08810573,7.5417,-7.629805729999999
2011年06月份,新能源汽车产业链,矿产品,-2.51082251,7.1209,-9.63172251
2011年05月份,新能源汽车产业链,矿产品,-5.09666096,6.7851,-11.881760960000001
2011年04月份,新能源汽车产业链,矿产品,-2.85467128,6.821,-9.67567128
2011年03月份,新能源汽车产业链,矿产品,-0.77989601,7.3081,-8.08799601
2011年02月份,新能源汽车产业链,矿产品,1.3751763,7.2322,-5.8570237
2011年01月份,新能源汽车产业链,矿产品,-1.93177863,6.6436,-8.57537863
2010年12月份,新能源汽车产业链,矿产品,0.58859703,5.93,-5.34140297
2010年11月份,新能源汽车产业链,矿产品,4.32852386,6.06,-1.7314761399999998
2010年10月份,新能源汽车产业链,矿产品,13.75770021,5.04,8.71770021
2010年09月份,新能源汽车产业链,矿产品,24.90189483,4.33,20.571894829999998
2010年08月份,新能源汽车产业链,矿产品,27.3768614,4.32,23.0568614
2010年07月份,新能源汽车产业链,矿产品,34.79809976,4.84,29.95809976
2010年06月份,新能源汽车产业链,矿产品,35.56338028,6.41,29.153380279999997
2010年05月份,新能源汽车产业链,矿产品,37.25029377,7.13,30.12029377
2010年04月份,新能源汽车产业链,矿产品,34.41860465,6.81,27.60860465
2010年03月份,新能源汽车产业链,矿产品,35.82862524,5.91,29.91862524
2010年02月份,新能源汽车产业链,矿产品,29.79405034,5.39,24.404050339999998
2010年01月份,新能源汽车产业链,矿产品,30.53157656,4.32,26.21157656
2009年12月份,新能源汽车产业链,矿产品,27.62641552,1.7,25.92641552
2009年11月份,新能源汽车产业链,矿产品,15.48814356,-2.08,17.56814356
2009年10月份,新能源汽车产业链,矿产品,-6.16570328,-5.85,-0.31570328000000014
2009年09月份,新能源汽车产业链,矿产品,-20.58587837,-6.99,-13.59587837
2009年08月份,新能源汽车产业链,矿产品,-24.41558442,-7.86,-16.55558442
2009年07月份,新能源汽车产业链,矿产品,-28.82502113,-8.22,-20.605021129999997
2009年06月份,新能源汽车产业链,矿产品,-26.99228792,-7.8,-19.19228792
2009年05月份,新能源汽车产业链,矿产品,-27.60527435,-7.2,-20.40527435
2009年04月份,新能源汽车产业链,矿产品,-29.57746479,-6.6,-22.97746479
2009年03月份,新能源汽车产业链,矿产品,-31.22318465,-5.99,-25.23318465
2009年02月份,新能源汽车产业链,矿产品,-27.60705707,-4.47,-23.13705707
2009年01月份,新能源汽车产业链,矿产品,-26.3756481,-3.35,-23.025648099999998
2008年12月份,新能源汽车产业链,矿产品,-23.96419437,-1.14,-22.82419437
2008年11月份,新能源汽车产业链,矿产品,-19.63948498,1.99,-21.629484979999997
2008年10月份,新能源汽车产业链,矿产品,-10.44003451,6.59,-17.03003451
2008年09月份,新能源汽车产业链,矿产品,-2.67764298,9.13,-11.80764298
2008年08月份,新能源汽车产业链,矿产品,0.43478261,10.06,-9.625217390000001
2008年07月份,新能源汽车产业链,矿产品,2.86956522,10.03,-7.160434779999999
2008年06月份,新能源汽车产业链,矿产品,1.12651646,8.84,-7.71348354
2008年05月份,新能源汽车产业链,矿产品,1.95143105,8.22,-6.268568950000001
2008年04月份,新能源汽车产业链,矿产品,8.45470693,8.12,0.3347069300000012
2008年03月份,新能源汽车产业链,矿产品,11.38863841,7.95,3.4386384100000003
2008年02月份,新能源汽车产业链,矿产品,8.66786679,6.62,2.0478667899999996
2008年01月份,新能源汽车产业链,矿产品,4.34554974,6.07,-1.7244502600000002
2007年12月份,新能源汽车产业链,矿产品,1.82291667,5.43,-3.60708333
2007年11月份,新能源汽车产业链,矿产品,-0.76660988,4.55,-5.31660988
2007年10月份,新能源汽车产业链,矿产品,-0.0862069,3.21,-3.2962069
2007年09月份,新能源汽车产业链,矿产品,1.58450704,2.71,-1.1254929599999999
2007年08月份,新能源汽车产业链,矿产品,1.95035461,2.56,-0.6096453900000001
2007年07月份,新能源汽车产业链,矿产品,2.58697591,2.39,0.19697590999999992
2007年06月份,新能源汽车产业链,矿产品,4.33996383,2.49,1.84996383
2007年05月份,新能源汽车产业链,矿产品,5.90612657,2.76,3.14612657
2007年04月份,新能源汽车产业链,矿产品,4.64684015,2.87,1.77684015
2007年03月份,新能源汽车产业链,矿产品,2.74226422,2.65,0.09226422000000012
2007年02月份,新能源汽车产业链,矿产品,1.95466642,2.6,-0.6453335800000002
2007年01月份,新能源汽车产业链,矿产品,8.56384994,3.3,5.263849940000001
2006年12月份,新能源汽车产业链,矿产品,9.05992616,3.05,6.00992616
2006年11月份,新能源汽车产业链,矿产品,11.95880221,2.78,9.17880221
2006年10月份,新能源汽车产业链,矿产品,9.00206728,2.9,6.10206728
2006年09月份,新能源汽车产业链,矿产品,4.04836051,3.45,0.59836051
2006年08月份,新能源汽车产业链,矿产品,1.76831469,3.4,-1.63168531
2006年07月份,新能源汽车产业链,矿产品,1.00919085,3.58,-2.57080915
2006年06月份,新能源汽车产业链,矿产品,-0.88717627,3.52,-4.40717627
2006年05月份,新能源汽车产业链,矿产品,-1.26961095,2.43,-3.6996109500000003
2006年04月份,新能源汽车产业链,矿产品,-1.68128655,1.87,-3.5512865500000004
2006年03月份,新能源汽车产业链,矿产品,-2.1218716,2.49,-4.611871600000001
2006年02月份,新能源汽车产业链,矿产品,-2.03182595,3.01,-5.04182595
2006年01月份,新能源汽车产业链,矿产品,-8.8664422,3.05,-11.916442199999999
2026年06月份,新能源汽车产业链,煤油电,17.73667029,4.1,13.63667029
2026年05月份,新能源汽车产业链,煤油电,20.85152838,3.9,16.951528380000003
2026年04月份,新能源汽车产业链,煤油电,16.91810345,2.8,14.11810345
2026年03月份,新能源汽车产业链,煤油电,8.89830508,0.5,8.39830508
2026年02月份,新能源汽车产业链,煤油电,-0.20855057,-0.9,0.69144943
2026年01月份,新能源汽车产业链,煤油电,-2.5987526,-1.4,-1.1987526000000002
2025年12月份,新能源汽车产业链,煤油电,-0.94142259,-1.9,0.95857741
2025年11月份,新能源汽车产业链,煤油电,0.31712474,-2.2,2.5171247400000003
2025年10月份,新能源汽车产业链,煤油电,1.38740662,-2.1,3.48740662
2025年09月份,新能源汽车产业链,煤油电,3.44456405,-2.3,5.744564049999999
2025年08月份,新能源汽车产业链,煤油电,-2.89256198,-2.9,0.007438019999999934
2025年07月份,新能源汽车产业链,煤油电,-7.28542914,-3.6,-3.6854291399999997
2025年06月份,新能源汽车产业链,煤油电,-8.7388282,-3.6,-5.138828200000001
2025年05月份,新能源汽车产业链,煤油电,-7.93969849,-3.3,-4.63969849
2025年04月份,新能源汽车产业链,煤油电,-5.01535312,-2.7,-2.31535312
2025年03月份,新能源汽车产业链,煤油电,-2.88065844,-2.5,-0.38065843999999993
2025年02月份,新能源汽车产业链,煤油电,-0.72463768,-2.2,1.4753623200000003
2025年01月份,新能源汽车产业链,煤油电,-0.31088083,-2.3,1.98911917
2024年12月份,新能源汽车产业链,煤油电,-0.31282586,-2.3,1.9871741399999998
2024年11月份,新能源汽车产业链,煤油电,-1.56087409,-2.5,0.93912591
2024年10月份,新能源汽车产业链,煤油电,-4.09416581,-2.9,-1.1941658099999999
2024年09月份,新能源汽车产业链,煤油电,-5.87639311,-2.8,-3.0763931100000006
2024年08月份,新能源汽车产业链,煤油电,0.83333333,-1.8,2.63333333
2024年07月份,新能源汽车产业链,煤油电,9.1503268,-0.8,9.950326800000001
2024年06月份,新能源汽车产业链,煤油电,11.88888889,-0.8,12.688888890000001
2024年05月份,新能源汽车产业链,煤油电,6.3034188,-1.4,7.7034188
2024年04月份,新能源汽车产业链,煤油电,1.66493236,-2.5,4.16493236
2024年03月份,新能源汽车产业链,煤油电,-1.1190234,-2.8,1.6809766
2024年02月份,新能源汽车产业链,煤油电,-6.30455868,-2.7,-3.6045586800000002
2024年01月份,新能源汽车产业链,煤油电,-8.79017013,-2.5,-6.29017013
2023年12月份,新能源汽车产业链,煤油电,-11.2037037,-2.7,-8.503703699999999
2023年11月份,新能源汽车产业链,煤油电,-10.85343228,-3.0,-7.85343228
2023年10月份,新能源汽车产业链,煤油电,-9.53703704,-2.6,-6.93703704
2023年09月份,新能源汽车产业链,煤油电,-11.71735242,-2.5,-9.21735242
2023年08月份,新能源汽车产业链,煤油电,-16.08391608,-3.0,-13.083916080000002
2023年07月份,新能源汽车产业链,煤油电,-21.33676093,-4.4,-16.93676093
2023年06月份,新能源汽车产业链,煤油电,-25.37313433,-5.4,-19.97313433
2023年05月份,新能源汽车产业链,煤油电,-22.19451372,-4.6,-17.594513720000002
2023年04月份,新能源汽车产业链,煤油电,-21.42273099,-3.6,-17.82273099
2023年03月份,新能源汽车产业链,煤油电,-18.82741536,-2.5,-16.32741536
2023年02月份,新能源汽车产业链,煤油电,-13.14237574,-1.4,-11.74237574
2023年01月份,新能源汽车产业链,煤油电,-10.33898305,-0.8,-9.538983049999999
2022年12月份,新能源汽车产业链,煤油电,-8.9376054,-0.7,-8.237605400000001
2022年11月份,新能源汽车产业链,煤油电,-12.92407108,-1.3,-11.624071079999998
2022年10月份,新能源汽车产业链,煤油电,-12.69199677,-1.3,-11.391996769999999
2022年09月份,新能源汽车产业链,煤油电,-4.93197279,0.9,-5.83197279
2022年08月份,新能源汽车产业链,煤油电,-0.60816681,2.3,-2.90816681
2022年07月份,新能源汽车产业链,煤油电,1.21422376,4.2,-2.98577624
2022年06月份,新能源汽车产业链,煤油电,4.96083551,6.1,-1.1391644899999998
2022年05月份,新能源汽车产业链,煤油电,4.42708333,6.4,-1.97291667
2022年04月份,新能源汽车产业链,煤油电,10.0810081,8.0,2.0810081
2022年03月份,新能源汽车产业链,煤油电,16.33045149,8.3,8.03045149
2022年02月份,新能源汽车产业链,煤油电,21.61885246,8.8,12.818852459999999
2022年01月份,新能源汽车产业链,煤油电,25.93383138,9.1,16.83383138
2021年12月份,新能源汽车产业链,煤油电,28.07775378,10.3,17.777753779999998
2021年11月份,新能源汽车产业链,煤油电,36.64459161,12.9,23.74459161
2021年10月份,新能源汽车产业链,煤油电,37.13968958,13.5,23.639689580000002
2021年09月份,新能源汽车产业链,煤油电,29.08891328,10.7,18.38891328
2021年08月份,新能源汽车产业链,煤油电,26.34467618,9.5,16.84467618
2021年07月份,新能源汽车产业链,煤油电,28.25361513,9.0,19.25361513
2021年06月份,新能源汽车产业链,煤油电,31.46453089,8.8,22.664530889999998
2021年05月份,新能源汽车产业链,煤油电,35.52941176,9.0,26.529411760000002
2021年04月份,新能源汽车产业链,煤油电,27.99539171,6.8,21.19539171
2021年03月份,新能源汽车产业链,煤油电,13.15217391,4.4,8.75217391
2021年02月份,新能源汽车产业链,煤油电,0.1025641,1.7,-1.5974359
2021年01月份,新能源汽车产业链,煤油电,-6.67330677,0.3,-6.97330677
2020年12月份,新能源汽车产业链,煤油电,-5.51020408,-0.4,-5.11020408
2020年11月份,新能源汽车产业链,煤油电,-3.7194474,-1.5,-2.2194474
2020年10月份,新能源汽车产业链,煤油电,-2.80172414,-2.1,-0.70172414
2020年09月份,新能源汽车产业链,煤油电,-2.56684492,-2.1,-0.4668449199999998
2020年08月份,新能源汽车产业链,煤油电,-3.69978858,-2.0,-1.6997885799999999
2020年07月份,新能源汽车产业链,煤油电,-6.25651721,-2.4,-3.8565172100000003
2020年06月份,新能源汽车产业链,煤油电,-10.35897436,-3.0,-7.3589743599999995
2020年05月份,新能源汽车产业链,煤油电,-14.57286432,-3.7,-10.872864320000001
2020年04月份,新能源汽车产业链,煤油电,-13.71769384,-3.1,-10.617693840000001
2020年03月份,新能源汽车产业链,煤油电,-9.00098912,-1.5,-7.50098912
2020年02月份,新能源汽车产业链,煤油电,-1.51515152,-0.4,-1.11515152
2020年01月份,新能源汽车产业链,煤油电,1.82555781,0.1,1.72555781
2019年12月份,新能源汽车产业链,煤油电,-3.44827586,-0.5,-2.94827586
2019年11月份,新能源汽车产业链,煤油电,-11.47695202,-1.4,-10.07695202
2019年10月份,新能源汽车产业链,煤油电,-15.17367459,-1.6,-13.57367459
2019年09月份,新能源汽车产业链,煤油电,-14.53382084,-1.2,-13.333820840000001
2019年08月份,新能源汽车产业链,煤油电,-13.76481313,-0.8,-12.96481313
2019年07月份,新能源汽车产业链,煤油电,-13.36946703,-0.3,-13.069467029999998
2019年06月份,新能源汽车产业链,煤油电,-10.71428571,0.0,-10.71428571
2019年05月份,新能源汽车产业链,煤油电,-6.83520599,0.6,-7.43520599
2019年04月份,新能源汽车产业链,煤油电,-3.91595033,0.9,-4.81595033
2019年03月份,新能源汽车产业链,煤油电,-2.69489894,0.4,-3.0948989399999998
2019年02月份,新能源汽车产业链,煤油电,-5.62440419,0.1,-5.72440419
2019年01月份,新能源汽车产业链,煤油电,-5.91603053,0.1,-6.016030529999999
2018年12月份,新能源汽车产业链,煤油电,-3.97350993,0.9,-4.87350993
2018年11月份,新能源汽车产业链,煤油电,-0.74696545,2.7,-3.4469654500000004
2018年10月份,新能源汽车产业链,煤油电,0.73664825,3.3,-2.56335175
2018年09月份,新能源汽车产业链,煤油电,-0.45495905,3.6,-4.05495905
2018年08月份,新能源汽车产业链,煤油电,-1.17117117,4.1,-5.27117117
2018年07月份,新能源汽车产业链,煤油电,1.37362637,4.6,-3.2263736299999994
2018年06月份,新能源汽车产业链,煤油电,-1.35501355,4.7,-6.05501355
2018年05月份,新能源汽车产业链,煤油电,-6.47985989,4.1,-10.57985989
2018年04月份,新能源汽车产业链,煤油电,-11.72006745,3.4,-15.12006745
2018年03月份,新能源汽车产业链,煤油电,-13.84742952,3.1,-16.94742952
2018年02月份,新能源汽车产业链,煤油电,-13.66255144,3.7,-17.36255144
2018年01月份,新能源汽车产业链,煤油电,-10.96006797,4.3,-15.260067970000001
2017年12月份,新能源汽车产业链,煤油电,-4.94604317,4.9,-9.846043170000002
2017年11月份,新能源汽车产业链,煤油电,0.75258702,5.8,-5.04741298
2017年10月份,新能源汽车产业链,煤油电,6.5750736,6.9,-0.3249264000000007
2017年09月份,新能源汽车产业链,煤油电,11.46044625,6.9,4.56044625
2017年08月份,新能源汽车产业链,煤油电,18.00978099,6.3,11.709780989999999
2017年07月份,新能源汽车产业链,煤油电,19.08396947,5.5,13.58396947
2017年06月份,新能源汽车产业链,煤油电,22.72727273,5.5,17.22727273
2017年05月份,新能源汽车产业链,煤油电,28.17059484,5.5,22.67059484
2017年04月份,新能源汽车产业链,煤油电,36.79354095,6.4,30.393540950000002
2017年03月份,新能源汽车产业链,煤油电,41.05263158,7.6,33.45263158
2017年02月份,新能源汽车产业链,煤油电,41.77362894,7.8,33.973628940000005
2017年01月份,新能源汽车产业链,煤油电,37.66081871,6.9,30.760818710000002
2016年12月份,新能源汽车产业链,煤油电,30.97762073,5.5,25.47762073
2016年11月份,新能源汽车产业链,煤油电,26.24703088,3.3,22.94703088
2016年10月份,新能源汽车产业链,煤油电,22.1822542,1.2,20.9822542
2016年09月份,新能源汽车产业链,煤油电,18.50961538,0.1,18.409615379999998
2016年08月份,新能源汽车产业链,煤油电,11.44549763,-0.8,12.245497630000001
2016年07月份,新能源汽车产业链,煤油电,6.38051044,-1.7,8.08051044
2016年06月份,新能源汽车产业链,煤油电,3.44036697,-2.6,6.04036697
2016年05月份,新能源汽车产业链,煤油电,3.24449594,-2.8,6.04449594
2016年04月份,新能源汽车产业链,煤油电,1.04895105,-3.4,4.44895105
2016年03月份,新能源汽车产业链,煤油电,0.23446659,-4.3,4.53446659
2016年02月份,新能源汽车产业链,煤油电,1.54028436,-4.9,6.440284360000001
2016年01月份,新能源汽车产业链,煤油电,-0.58139535,-5.3,4.71860465
2015年12月份,新能源汽车产业链,煤油电,-5.45657016,-5.9,0.4434298400000003
2015年11月份,新能源汽车产业链,煤油电,-9.3649085,-5.9,-3.4649085
2015年10月份,新能源汽车产业链,煤油电,-12.02531646,-5.9,-6.1253164600000005
2015年09月份,新能源汽车产业链,煤油电,-13.45053573,-5.945,-7.50553573
2015年08月份,新能源汽车产业链,煤油电,-14.22764228,-5.9227,-8.304942279999999
2015年07月份,新能源汽车产业链,煤油电,-13.27967807,-5.3692,-7.910478069999999
2015年06月份,新能源汽车产业链,煤油电,-11.91919192,-4.8135,-7.105691919999999
2015年05月份,新能源汽车产业链,煤油电,-12.3857868,-4.607,-7.7787868
2015年04月份,新能源汽车产业链,煤油电,-11.54639175,-4.5725,-6.97389175
2015年03月份,新能源汽车产业链,煤油电,-11.3674148,-4.5603,-6.807114800000001
2015年02月份,新能源汽车产业链,煤油电,-12.71975181,-4.7976,-7.92215181
2015年01月份,新能源汽车产业链,煤油电,-12.60162602,-4.3202,-8.28142602
2014年12月份,新能源汽车产业链,煤油电,-8.83248731,-3.3152,-5.5172873099999995
2014年11月份,新能源汽车产业链,煤油电,-5.1072523,-2.6928,-2.4144522999999998
2014年10月份,新能源汽车产业链,煤油电,-3.16649642,-2.2428,-0.9236964200000002
2014年09月份,新能源汽车产业链,煤油电,-2.10794297,-1.7996,-0.30834296999999977
2014年08月份,新能源汽车产业链,煤油电,0.14247914,-1.2038,1.34627914
2014年07月份,新能源汽车产业链,煤油电,1.64638511,-0.8688,2.51518511
2014年06月份,新能源汽车产业链,煤油电,3.55648536,-1.1086,4.66508536
2014年05月份,新能源汽车产业链,煤油电,4.56475584,-1.4464,6.01115584
2014年04月份,新能源汽车产业链,煤油电,2.10526316,-2.0042,4.10946316
2014年03月份,新能源汽车产业链,煤油电,-1.11990137,-2.3022,1.18229863
2014年02月份,新能源汽车产业链,煤油电,-1.42711519,-2.0182,0.5910848100000001
2014年01月份,新能源汽车产业链,煤油电,0.1017294,-1.6394,1.7411294
2013年12月份,新能源汽车产业链,煤油电,0.51020408,-1.3557,1.86590408
